B区32号,2011-06-03,89,四川成都,339,苏苏,1,2011-06-04,全片就三个演员，我勒个去啊！凶手还用猜吗？
B区32号,2011-06-03,89,陕西西安,274,核子神父,1,2011-06-05,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈吓死我了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
B区32号,2011-06-03,89,上海,243,安樂死。,1,2011-06-03,请问豆瓣能否搞个半星出来？否则这片的位置没地儿摆了。
B区32号,2011-06-03,89,广东惠州,194,彼岸风笛,1,2011-06-05,全片三个演员！！！哦 错了 还要加上快递叔叔和没露面的小女孩！！！共计五人啊！！！！连摄影音效神马的都不用！！！！晚上！！女主角睡觉！！门诡异开了！！隔天！！！吃早餐！！！重复十次！！！！！！尼玛哥看了一个半钟女主角睡觉的情景！！！一个鬼影都没！！！海报坑爹！！！剧情坑爹！！！！
B区32号,2011-06-03,89,北京,169,品客,1,2011-06-10,一部看完后会让你内心呐喊“去你大爷”的电影，谁写的剧本？给老子站出来，让我用机关枪扫射你一万遍呀一万遍！台词烂得无比，剧情山寨都没山寨出鬼影实录的精髓。男主角在安慰女主角的时候，女主角哭得太用力以至于放了个屁……最可怕的是伪纪录片居然会出现配乐，导演你去死好吗？！
B区32号,2011-06-03,89,四川成都,94,该死的自然卷,1,2011-06-04,民间乡土惊悚搞笑催眠DV剧。吐槽省略一万字。看得老眼昏花，差点可乐都吐出来了。。。
B区32号,2011-06-03,89,上海,87,小明,1,2011-06-03,能把电影拍到这么难，还真是很困难的事情
B区32号,2011-06-03,89,天津,55,愣仔。,1,2011-06-03,坑爹呢，尼玛都当观众是傻逼么
B区32号,2011-06-03,89,上海,60,杀手的小学同学,1,2012-12-15,找到了找到了！！！！ 62：11 ~ 62：12  时，女主角哭得太用力，哭出屁来了！！！ http://www.letv.com/ptv/pplay/43199/2.html
B区32号,2011-06-03,89,北京,40,Marée,1,2011-06-04,浪费老娘钞票
B区32号,2011-06-03,89,北京,23,大嘴巴灵机一动,1,2011-06-20,不看人生不完整！
B区32号,2011-06-03,89,北京,11,mmmmm,1,2011-06-14,真受不了女主角蛋蛋的忧伤啊==
B区32号,2011-06-03,89,河北石家庄,13,小葵儿,1,2011-08-21,跟妹妹看的。她看着看着已经要在椅子上睡着了=。=我快进只是为了看完女主角有名的屁啊！但是没发现...其实故事的结局我在开头就猜到了，只有三个演员的恐怖片，真厉害。仅有的被吓到的时候是被女主角莫名其妙的尖叫吓到的 。=  =
B区32号,2011-06-03,89,浙江杭州,17,JC@Douban,1,2011-06-06,都不好意思说看过
B区32号,2011-06-03,89,福建福州,7,暗夜花儿开,1,2011-07-13,电影原意是想用一种摄像机无处理的形态，来表现一种接近真实的恐怖。然而，较差的布景、昏暗的色彩、较差的音效、无聊的剧本，却将这份恐怖感消失殆尽，观看时带来的是一种冗长而乏味的无聊，看得昏昏欲睡。
B区32号,2011-06-03,89,"La Habana, Cuba",6,润玉的天后啊,1,2011-06-06,操你妈个掰，操你妈个掰，操你妈个掰啊！！！我现在觉得很荣幸。。。烂得高潮迭起。。。
B区32号,2011-06-03,89,上海,5,玥島花見,1,2011-07-10,我三点开始看这个电影，一觉睡到7点 =_= 还好我是在家看的 要是电影院我特定骂娘……请让它成为中国恐怖片的句号吧 /_\
B区32号,2011-06-03,89,Singapore,1,元帅,1,2011-06-15,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
B区32号,2011-06-03,89,重庆,1,Me.o,1,2011-06-15,可以给0颗星么这也太烂了吧！！！！！
B区32号,2011-06-03,89,上海,0,王二痞子叫灰狗,1,2011-07-21,我艹他二大爷的傻逼烂片我草！！！尼玛真的有种看完想砸键盘砸显示器的冲动啊啊啊啊啊啊啊有没有！！！！！
B区32号,2011-06-03,89,湖南长沙,0,青貓,1,2011-06-13,超级无聊。。。。。奇葩烂
B区32号,2011-06-03,89,上海,0,我爸知道有豆瓣,1,2012-01-06,奇葩中的奇葩
B区32号,2011-06-03,89,河北石家庄,0,Miss.潘达,1,2011-06-15,你妹的，能上映的果真结局见大爱啊
B区32号,2011-06-03,89,辽宁沈阳,0,DirtyCAT,1,2011-10-06,住豪宅的人各种宜家，烂到没法吐槽啊！
B区32号,2011-06-03,89,福建厦门,0,清舞翩翩,1,2014-02-23,烂片一日游
B区32号,2011-06-03,89,上海,0,Ms. Brightside,1,2011-06-27,额 一开头我就猜到无鬼鬼片，可以算是建党90周年的献礼片了。
B区32号,2011-06-03,89,"New York City, United States",0,Double,1,2011-06-06,一星都不想给~完全的抄袭，鄙视！
B区32号,2011-06-03,89,北京,0,...,1,2011-06-26,真是烂到一个极致了！还有给五星的朋友啊？
B区32号,2011-06-03,89,江苏镇江,0,小白不再,1,2011-08-27,这样的神作估计百年之内都无人能够超越
B区32号,2011-06-03,89,上海,0,大红色,1,2011-08-11,傻逼！你省省吧！
B区32号,2011-06-03,89,江苏南京,0,Reminiscent,1,2011-06-29,哈哈哈哈哈哈哈~！~！~！~！~！~！~！~！~！~！~！~！~！~！~！~！~！
B区32号,2011-06-03,89,北京,0,Yaya~,1,2011-06-10,滚尼玛的“亚洲版鬼影实录”
B区32号,2011-06-03,89,"Reykjavík, Iceland",2,张晚禾,1,2011-06-24,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈吓死我了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
B区32号,2011-06-03,89,辽宁铁岭,0,要啥自行车,1,2011-06-18,想挑战吗  我输了
B区32号,2011-06-03,89,浙江杭州,0,莳路美年,1,2011-09-16,一星半
B区32号,2011-06-03,89,四川成都,0,我不要碳酸饮料,1,2012-07-11,神作！！！
B区32号,2011-06-03,89,河南郑州,0,near。育妞季。,1,2011-06-04,烂！
B区32号,2011-06-03,89,上海,0,傑尼同學,1,2011-06-24,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈吓死我了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
B区32号,2011-06-03,89,"New York City, United States",2,麦老师“,1,2011-06-07,世上最可怕的还是人扭曲的欲望.但这也拍的太傻逼了吧.还伪记录片呢.
B区32号,2011-06-03,89,陕西西安,0,马豆豆,1,2011-09-13,真丢人，怎么傻逼的片子。。
B区32号,2011-06-03,89,北京,0,费利,1,2011-06-17,尼玛坑爹啊！！！
B区32号,2011-06-03,89,广东深圳,0,jessie_金,1,2011-06-24,如果可以给零星的话。。。就知道烂片绝对有了新高度
B区32号,2011-06-03,89,北京,0,St.Me,1,2011-09-07,随手点看了一下！！2.4分！！这个超级低分！！看看评论够了，半夜笑醒！！居然还有那么两三个人给了5星！！！尼玛脑残了吗！！我没看就想先给-5星了！！太惊悚，太恐怖了！！！
B区32号,2011-06-03,89,北京,0,aceusub,1,2011-06-14,强烈推荐。精分奇葩滚雷片。豆瓣影评比片子更欢乐。期待第十放映室的年终总结。
B区32号,2011-06-03,89,"P'yŏngyang, North Korea",1,蚂蚁没问题,1,2011-10-30,终于看了这部奇葩片，太爽了，哈哈哈
B区32号,2011-06-03,89,安徽合肥,0,叩桑.4K.mov,1,2011-07-11,烂片一部
B区32号,2011-06-03,89,"江油, 绵阳",0,叶随霓,1,2012-01-11,#刚刚看第十放映室介绍#-----------2.3分超级低。但是只有三个演员，最贵的就是39块的宜家桌子，花费了1万美元。但是 最终获得了1600万元的票房。年度最高回报率的电影了----#没有之一#
B区32号,2011-06-03,89,Fiji,0,LouLou✨,1,2011-10-24,我深深震撼了 女主角那自抽的演技 看到一半我就猜到结局的结局 这样的电影史无前例哇 可一不可再
B区32号,2011-06-03,89,浙江杭州,0,不稳定化合物,1,2012-01-17,那1.9％的五星是肿么肥事！！！！！！！！！
B区32号,2011-06-03,89,黑龙江哈尔滨,0,Dr. Ma,1,2011-07-03,最后连女猪脚自己的都疯了 何况观众呢 二货导演你太可恶了 这内伤不知多久才能痊愈！
B区32号,2011-06-03,89,浙江杭州,0,半疯子。,1,2011-06-16,神经病。
B区32号,2011-06-03,89,安徽合肥,0,佛米,1,2012-03-14,顺利补完！
B区32号,2011-06-03,89,上海,0,彦夕,1,2011-06-25,剧情行进太平了，无论作为恐怖片还是喜剧片都不够格；剧本和调度上来说也不算是电影。
B区32号,2011-06-03,89,北京,0,PirateQ,1,2011-07-08,好久没看这么欢乐的片子了啊哈哈哈笑屎了哇
B区32号,2011-06-03,89,"Sydney, Australia",0,马枪枪,1,2011-09-10,就算看过了吧。。简直受不了。。怎么想的。。
B区32号,2011-06-03,89,江西南昌,2,Lorrita-H,1,2011-05-30,绝对的烂片 哈哈  我是先知  ---才发现是抄袭那个外国的鬼影实录
B区32号,2011-06-03,89,上海,0,曾先生,1,2011-06-17,有什么样的观众，就有什么样的电影！
B区32号,2011-06-03,89,陕西西安,0,肉小墩,1,2012-09-06,嗯
B区32号,2011-06-03,89,福建福州,0,мая,1,2014-03-31,我曾经去应聘过这电影的发行公司我会乱说，那公司的老总和我某个亲戚还是好朋友，内牛满面有木有
B区32号,2011-06-03,89,"P'yŏngyang, North Korea",0,已注销,1,2012-04-06,我终于看了这史上最恐怖的恐怖片！！！！！啊哈哈哈！！！！！送剧组四个字：法克，谢特！
B区32号,2011-06-03,89,"Lyon, France",2,化熊出爪,1,2013-06-15,墙裂建议豆b为此片开辟负分选项。 富春算0分计，B区就是负1000....00000....
B区32号,2011-06-03,89,上海,0,Luck,1,2011-09-18,一部电影只有3个人，如果可以的话我打0分，从未见过如此电影！
B区32号,2011-06-03,89,北京,0,小湮婉姝,1,2011-09-21,我觉得《紫宅》赢了！！！紫宅比这个搞笑！！大家快去看紫宅吧！！！！
B区32号,2011-06-03,89,北京,0,暮小墓,1,2011-06-24,先打差评 在看电影  快进》》》》》
B区32号,2011-06-03,89,"New York City, United States",0,咸菜帮老大,1,2012-01-14,有什么样的观众就有什么样的电影，出现这种恶果我们也应该反思一下
